Customer_ID,Date_of_Birth,Account_Number,Account_Type,Account_Balance,Account_Open_Date,Account_Status,Transaction_ID,Date_and_Time_of_Transaction,Transaction_Type,Transaction_Amount,Transaction_Description,Credit_Score,Loan_or_Credit_Card_Details,Credit_Limit,Outstanding_Loan_Amount,Credit_History,Username,Password_usually_hashed,Two_Factor_Authentication_2FA_Status,Branch_Name,SWIFT_BIC_Code,Card_Number,ATM_Transaction_Details
609963,1961-11-d,7586358935,Checking,54775.34,02-09-2019,Frozen,929664,08-08-2022 05:09,Transfer,9217.8,Discuss then daughter beautiful financial specific.,581,Account themselves kid maybe speak.,16998.2,5969.51,Laugh American coach plan.,devinwallace,)(_V9Iu#Vi7S,Disabled,and Sons,GKIHGBN0,2.29E+15,Anything teacher go billion show government training.
510896,1959-03-d,7551811943,Investment,12874.49,20-11-2019,Frozen,710606,10-09-2023 08:52,Withdrawal,3987.82,Degree black forward keep guy behind.,774,Administration space ten within part voice.,18426.27,13132.94,Song worry its probably tax different study.,ryandaniels,&RUn)i564HYF,Disabled,Ltd,JMSHGBFK00C,2.44E+15,Represent color protect.
184139,2000-10-d,347666731,Savings,82112.37,06-04-2019,Closed,242977,02-04-2022 02:34,Deposit,2243.77,Alone hair name actually.,667,Boy group address apply.,34693.72,18424.7,During recent feeling Mrs.,mparker,_55)Wdeiv)Mm,Disabled,Group,OZJXGBRZGEV,2.55E+15,Break end sister carry important southern between financial.
898904,1995-02-d,8472346047,Investment,65194.26,28-02-2020,Frozen,101803,30-07-2023 02:09,Withdrawal,2086.91,World health provide gun lead from data.,644,Recently part best involve member record chance.,19464.76,15613.43,Price plant old month although.,bholmes,)JW5^SpenbBr,Disabled,and Sons,PDJCGB2T,2.27E+15,Term car hospital thing car think growth how.
732118,1986-08-d,3361357241,Checking,46460.76,24-08-2019,Active,523367,26-03-2022 02:18,Withdrawal,7348.19,Someone try nation loss day.,624,No list letter.,18092.98,11015.7,Later why opportunity resource.,david82,2o)Is6Ae$$WE,Disabled,Inc,MTTCGBQ5,2.60E+15,Also pull movie.
428668,1980-05-d,2819257112,Investment,59653.9,05-07-2023,Active,401383,06-01-2023 23:51,Withdrawal,1431.59,Whether provide painting shoulder big.,848,Find his personal fish offer account practice shake.,30818.32,11658.75,Goal choice behavior stuff.,rothmartin,5p5SddQb5c^U,Enabled,Group,SBTQGBSMARV,2.24E+15,Office learn certainly read must drug.
229443,2005-09-d,7952196085,Credit,36012.22,14-07-2021,Frozen,589702,30-07-2022 08:36,Deposit,7480.49,Friend line think simple example account position lose.,513,Require if single year.,45612.26,39275.64,Answer wall operation evening.,adamrose,TnPWnnaT%955,Disabled,Group,FWRDGBLBI6V,2.28E+15,Itself various just language walk serve.
656008,1993-10-d,3205331188,Checking,42625.01,08-05-2021,Closed,838002,07-10-2022 15:04,Deposit,3090.69,Evening beat how paper democratic.,687,Billion item community then me discover reduce.,42051.55,36965.25,Yes question interview.,smithdavid,9kLCnbQJ&^F8,Enabled,Group,KSVGGB8J,2.72E+15,Store involve baby.
667436,2002-07-d,143737228,Credit,27412.21,03-12-2018,Frozen,484232,12-09-2022 01:39,Transfer,4855.1,Kid interview letter.,391,Great small provide site.,4556.51,801.4,Just speech value game strategy family decision.,usims,#3ErOcw2#FOY,Disabled,Inc,CFQLGBNW,2.66E+15,Compare recently quickly.
345115,1976-07-d,1684888722,Checking,4583.09,22-05-2019,Frozen,588492,30-10-2022 02:53,Transfer,1709.36,Work morning during garden likely.,766,Reflect save chance democratic.,16174.48,3770.43,Knowledge other can.,njackson,s&4URTqu&2NP,Enabled,LLC,ZHWCGBCKHIQ,2.48E+15,Small pressure know along current fear.
147844,1984-02-d,2524389989,Credit,90520.57,23-09-2021,Frozen,325145,09-06-2022 11:10,Withdrawal,3910.17,Service figure fire as these.,835,Tree rich outside near everyone use high financial.,5114.12,280,Message chair way.,smithtyler,@l48)Ydm_Gt0,Enabled,LLC,GOAMGB1L,2.52E+15,Easy send quickly subject fear pressure case.
413393,1988-05-d,3482096118,Investment,98119.72,02-03-2019,Closed,291354,06-04-2023 18:30,Withdrawal,1281.44,Type hot drop again choose describe.,734,Situation enter soldier teacher various.,27540.69,25343.2,Next budget number political company big.,johnknight,oesyFAtX&8jG,Disabled,PLC,WUTFGBTC,2.29E+15,Five food authority paper.
965698,1963-02-d,9748211102,Savings,32430.89,17-09-2020,Closed,143894,07-11-2021 18:59,Deposit,6045.1,Use top may sure writer college.,838,Ask before Congress gun care.,41420.6,20743.04,Look method owner team eye.,rjackson,+oM0HWFazo4!,Enabled,Inc,KCFNGB9D5TG,2.34E+15,After skill herself only miss agent.
40781,1978-06-d,3639328738,Investment,70042.51,03-08-2022,Active,439637,14-08-2022 03:59,Withdrawal,3522.96,Middle environment voice mind among commercial decide.,321,True last around least floor town.,43680.06,12309.33,West find painting investment speech ball.,katieburns,a#+7KHxbJLp1,Enabled,and Sons,GFPTGBO99K4,2.25E+15,However behavior that social team against.
399239,1959-09-d,3554893960,Investment,56974.2,21-03-2019,Active,8976,16-01-2022 21:12,Deposit,4498.98,Party answer organization recently care off thus.,702,Result sense realize activity walk.,45241.44,18050.51,Black his once above key.,emiller,GVP539hj+!gs,Enabled,Inc,RBKOGBUQ,2.50E+15,Person us five half run up.
957463,2005-01-d,8841453898,Investment,15929.77,20-08-2022,Closed,49225,02-11-2022 16:41,Withdrawal,8874.34,Adult prepare customer third.,617,Sell while this time model.,23345.98,6936.13,Them may soon purpose turn take former.,robertsthomas,a@gS6TwL#A1W,Enabled,Inc,PXAZGBE5QCY,5.55E+15,Year author hard part budget traditional man.
481036,1960-05-d,1440269643,Credit,95970.62,16-05-2022,Frozen,567308,29-12-2022 07:45,Deposit,8324.18,Meet carry can tonight.,413,Assume detail little keep not material act.,37747.63,33565.53,Option stock economy decide all choice.,pnelson,%8LDouGskY0c,Enabled,Inc,ZLSGGB6HBPF,2.59E+15,Build resource mention school expert every seek.
341822,1947-01-d,6463693661,Checking,41696.96,17-06-2022,Closed,364670,08-02-2023 22:35,Withdrawal,2889.94,Specific return field run note blue.,664,Total democratic crime what industry.,27332.45,12994.39,Center support hundred measure.,brenda20,j%NVgXtccQ88,Disabled,PLC,MSVPGB7BIVH,2.26E+15,Anything world center exist key future defense.
766322,1983-11-d,1950233005,Savings,1990.36,07-02-2023,Active,500896,15-10-2023 16:37,Transfer,7870.34,Time either rather.,564,Show there there right.,17234.45,15828.74,Green successful eight.,morgan35,+EaG2eP@B1@3,Disabled,Inc,GUHZGBIK,2.23E+15,Under discussion business process.
312097,1985-07-d,216961225,Checking,45124.51,21-05-2021,Active,606678,09-03-2023 00:19,Deposit,6939.68,Once base toward art international.,519,Work go economy house agreement.,35380.71,4021.42,Six quickly send.,rstephenson,f8!WHRyU*dE4,Enabled,Group,DKZUGBM76O7,2.72E+15,Clear outside upon budget enjoy generation expect.
909404,1997-01-d,8945546216,Checking,32846.91,19-04-2022,Closed,720819,21-02-2022 07:46,Transfer,2373.17,Phone state case consumer.,839,Answer institution television majority film dog enjoy.,48182.63,40764.17,Room that member economic.,elizabeth70,%xnUyr2Np2G!,Disabled,Ltd,RICPGBXLPZ8,5.17E+15,Air school week old star parent.
600731,1956-07-d,6917081709,Investment,82457.03,20-01-2022,Frozen,613809,18-05-2023 00:40,Withdrawal,6359.96,House imagine into summer herself catch front.,668,Thus society former toward mean.,5768.69,1643.78,Media share man girl.,nguyenaustin,y^G@x5_7Mf8),Disabled,Ltd,TTIGGB27,5.28E+15,It Mrs nature development single.
288394,1962-12-d,8797320096,Credit,68071.16,05-05-2022,Closed,109322,07-05-2023 12:48,Withdrawal,8302.84,Other everyone chair who indeed fear score central.,631,Challenge production teacher.,27481.13,22206.9,Ask mouth answer health message skill.,uhowell,&Y0IQmWvyhCj,Disabled,LLC,TDWOGB5KMAM,2.72E+15,Too control federal fear lay.
67184,1967-02-d,6761282275,Savings,46449.44,04-05-2023,Active,493518,04-02-2022 09:50,Deposit,7029.22,Maybe newspaper try wall commercial third machine ready.,466,Half once someone another American.,13266.12,2186.48,Air friend particularly memory own business expect at.,lunapatrick,_3bjLeQ%7ESL,Enabled,Ltd,CCVEGB50RRD,2.23E+15,Music support really decade somebody despite fish.
420647,1979-09-d,7082600413,Investment,64389.62,03-08-2019,Closed,33232,29-04-2023 17:40,Deposit,1414.91,Specific staff by before.,594,Evening phone red present art huge.,29713,11419.99,Body effort until thus.,savannahwelch,iyidtoxa&7qB,Enabled,Ltd,IKKBGBW3,5.17E+15,Both American white.
128421,1995-11-d,936126719,Checking,72943.72,14-08-2023,Closed,52524,01-03-2023 05:22,Transfer,5422.46,Agency career law.,342,Huge herself of tell.,22813.92,10273.04,Against beautiful say character lead if school sense.,kwalsh,$9hJCKgiMqqT,Disabled,LLC,RTLSGB4YTBU,2.71E+15,List bag meet lot dinner carry other.
872593,1983-08-d,6836204315,Credit,15989.43,11-07-2019,Frozen,453569,30-04-2022 05:16,Withdrawal,7943.63,Song manager like seek thing author adult.,511,Into company four technology part discuss base.,12790.6,9568.92,Size so factor add.,aprilquinn,SFb@Bso6Hp74,Enabled,and Sons,QRAOGBZYBRL,2.28E+15,Address certainly still short.
758746,1970-06-d,8250389138,Savings,44419.01,01-10-2022,Frozen,839544,27-03-2022 14:46,Transfer,1737.74,Article Congress hear know.,431,Each remember economic onto.,42140.14,23019.15,Have change main before tough gun.,donaldcastillo,!63bmNye*ccC,Enabled,PLC,XTGFGBJV5JB,2.25E+15,There today industry book product worry career.
442808,1987-12-d,8827638134,Credit,50214.55,13-01-2021,Closed,325915,17-02-2022 18:55,Withdrawal,1433.13,Official power which we.,459,Movie lead decade family wonder base mind.,22775.35,13159.35,Picture admit month.,ccole,85T%VLtlW#HJ,Enabled,Ltd,XNAHGBHV,2.26E+15,Education grow nice though including.
604921,1962-08-d,4583791031,Savings,49094.53,19-12-2020,Frozen,329296,26-04-2023 15:45,Deposit,4694.49,Try book itself billion there tell.,765,Beat machine mind understand officer evening recent.,48425.84,33422.46,Across success plant oil structure bad do.,rebeccaperry,hn0(cp*l(kF$,Disabled,Ltd,IPHWGBALN4C,2.25E+15,Turn traditional wonder again someone type.
768766,1958-04-d,5914186899,Checking,30962.16,17-10-2021,Closed,618776,16-05-2023 18:14,Withdrawal,8425.41,Magazine impact ability notice dark.,458,Image under remain movie dinner image office career.,45931.17,27113.34,Generation off first.,whitegregory,JR^KJhln($5v,Enabled,Ltd,OBRBGB6Z,2.24E+15,Help conference show able.
112693,1954-12-d,1255370556,Credit,478.57,07-05-2021,Frozen,601349,12-01-2023 08:46,Withdrawal,4012.69,Watch assume year color.,655,Sometimes responsibility why late mission enjoy cause.,2783.55,193.42,That send heart perhaps gas.,hburnett,4@u^8D$lJUYo,Disabled,Ltd,TRSBGBISWPG,2.29E+15,Sister industry despite rich game benefit.
307155,1959-09-d,6536409629,Savings,11383.96,24-12-2021,Frozen,337685,02-01-2023 01:36,Deposit,8062.18,Call determine next trial prevent worry.,794,Discover nice control.,6490.24,5636.93,Author player green growth.,royrachel,3qIP@aBe)l02,Disabled,Ltd,WWXFGB0E,2.33E+15,Outside plant economic page lead.
725286,1975-06-d,4001179217,Savings,12243.23,07-07-2021,Frozen,390315,30-04-2022 06:32,Deposit,1234.6,Right class child yet wonder painting show.,360,Participant that important with economy.,23911.91,16257.19,Throughout miss red ten but anything live.,mckenziejennifer,_4Xr(UCf&mmD,Disabled,Group,RUBGGBLM,2.63E+15,Fine central space positive.
427649,1993-11-d,877583952,Savings,98438.42,25-10-2021,Active,738357,19-05-2022 01:24,Deposit,5616.9,Wife adult rather become reduce.,415,Government resource name senior dark rock.,10592.53,8535.85,Civil second either tend north.,smithkristina,n45vHmVm_le8,Disabled,PLC,ATYXGB67U6U,2.29E+15,Area play author recognize in.
953186,1957-02-d,8400575382,Investment,58637.66,05-05-2021,Frozen,839546,10-01-2023 10:35,Withdrawal,5193.15,For process say coach.,458,Piece hundred impact attack.,20832.95,12914.84,Citizen interest guess street.,dawsonjoel,$WIIVpn3c&O8,Enabled,Ltd,YDHVGB1SUP2,2.30E+15,Discover save different enough.
993375,2001-03-d,4266995266,Savings,80133.28,16-11-2021,Closed,143382,23-11-2022 03:19,Withdrawal,7940.39,Despite official let physical herself.,314,Majority base daughter seat should.,4689.46,1481.26,Work red indicate.,lori53,e3)76Fogud*K,Disabled,Ltd,SUQPGBDH,2.67E+15,Capital religious explain indicate attention black close firm.
463056,1999-06-d,4685278369,Credit,75215.71,04-04-2023,Closed,260969,08-12-2022 23:44,Transfer,9597.89,Serve fly laugh.,592,Safe capital country level per make your.,49227.85,40254.82,Her course upon although rather spend discuss.,ctate,Do+8Aj@D&xgk,Enabled,Ltd,JQBRGBAD,2.29E+15,Avoid put think across woman sport difficult.
18488,1984-02-d,579386935,Credit,88936,24-03-2022,Closed,143045,18-04-2023 23:51,Withdrawal,2036.02,Coach later president study within personal.,606,Mr along experience data side decide.,20513.05,1461.22,Key soon open majority provide trouble difficult.,ngardner,3aQChe@o#1&o,Disabled,PLC,USTGGBZR,2.47E+15,Red store international face pretty may.
723845,1978-03-d,8503110262,Credit,4017.19,27-03-2023,Frozen,323030,09-08-2023 23:14,Withdrawal,6276.9,Huge student always interview.,681,Factor guy quality of.,2080.33,959.14,Interest others vote left.,andersonrhonda,5$LKlRZ5^z1t,Enabled,and Sons,QSLJGBQ6UWV,2.23E+15,Tv plan building born.
404896,1978-05-d,2590856964,Investment,64327.32,11-05-2023,Closed,756268,15-03-2023 20:46,Deposit,6943.25,Level always successful perform meet.,823,Exist knowledge nation real.,18149.75,4782.27,Financial medical center little.,potternicholas,U^5RUPZxMo2a,Enabled,PLC,TGZQGBSRQ7V,2.29E+15,Between writer try black late ready beyond.
716849,1986-07-d,3981822365,Investment,31534.18,27-08-2019,Frozen,60814,15-11-2022 08:40,Transfer,7722.12,Out level cover him fight avoid similar.,313,None democratic know everything individual hotel late.,43829.08,29445,Stay computer treat ground whole opportunity.,halljodi,K0Zgk0Nm9_%H,Disabled,PLC,AHIVGBMUJD3,2.23E+15,Whether action company speak until religious moment.
548495,1962-11-d,7521129526,Checking,20786.89,03-09-2020,Closed,632547,05-03-2022 04:09,Withdrawal,2332.08,Mrs sister listen daughter fight decide people.,588,Quality debate west fear cold same.,31510.17,9923.93,Gas order instead year likely.,hillbrian,awz1JMho3&^z,Disabled,PLC,KSDBGBD7,2.61E+15,Edge different scientist particularly campaign green.
800031,1998-02-d,9954086614,Credit,56229.02,07-01-2020,Active,790259,12-04-2022 04:41,Deposit,2564.65,Finally lawyer worker too mind course subject.,421,Her weight trouble represent.,24802.34,15253.26,Visit term career soon economy product.,timothylewis,)73+UKpb*DGN,Disabled,Ltd,UTXMGBODY5E,5.49E+15,Politics rock heavy understand face size.
111555,1953-10-d,8171922222,Investment,50410.04,24-08-2021,Closed,233294,30-03-2022 09:35,Deposit,2774.01,Section appear space people economy determine open.,551,Happy information score.,26129.62,24146.79,Old hit already spring interview.,marksmith,+ru+Xjp)V)9A,Enabled,and Sons,SCRUGBAXJO1,2.49E+15,Pressure ground who address gas.
576030,1955-07-d,1856142891,Credit,30085.32,04-11-2018,Closed,91842,31-03-2022 13:29,Transfer,3025.57,Rise including when.,790,Land population arm manage be war arrive.,36345.47,11756.43,Child owner small whom.,patriciahayes,itcvjgv9!8Di,Enabled,Inc,DTXIGB8Z,5.27E+15,Visit with offer girl should apply.
142329,1972-10-d,7508718020,Checking,82937.57,25-08-2022,Active,125224,05-11-2021 05:38,Deposit,6834.06,Vote room discover remain reduce general.,773,Relationship check dark table.,39728.11,16305.28,So way blood.,rachelcarlson,i%G0^)1l*Z9Q,Disabled,Group,AQQYGB16DW2,5.59E+15,Night knowledge like.
996879,1956-08-d,8840613428,Checking,4688.51,16-10-2023,Closed,233239,08-12-2022 19:48,Transfer,9127.62,Travel traditional difference scientist.,661,Economy nature main measure push.,29390.23,13419.46,Know sport beautiful person difference born sort coach.,lozanojimmy,$kIM#Px97gke,Disabled,Ltd,DYGIGBXSG38,2.33E+15,Theory ahead civil herself movie rest.
699743,1977-11-d,7911310488,Checking,7476.58,03-01-2021,Active,135442,27-06-2022 11:16,Deposit,5614.39,Person bring boy business time range kid million.,426,Wrong able believe hope final.,16372.84,11123.88,Forget baby movie.,tiffany46,GR6G$Ih#h#I6,Disabled,Inc,OMEYGBPZK3A,2.28E+15,Unit challenge network standard kitchen fund age.
372677,1943-01-d,5960781726,Savings,38507.75,01-04-2022,Frozen,112413,25-04-2022 00:11,Withdrawal,8092.74,While yard under professional fear pretty perform.,342,Purpose indeed federal fight according.,22032.91,9852.78,There letter rest experience imagine.,sward,l&#CPYyKjtT1,Disabled,Group,BAQVGBSC,2.23E+15,Near debate history follow.
366396,1975-05-d,6308075241,Checking,4334.42,03-09-2023,Closed,14383,25-07-2022 13:56,Withdrawal,2819.46,Push quality itself identify during very.,644,Work society hit political whom control social.,4090.49,3621.28,Central away live either respond simply.,lewistammy,%wm9Ep5^YJJi,Disabled,Group,YFGFGBCVVKA,5.43E+15,Statement fly shoulder let.
140694,1992-11-d,7352498976,Checking,34730.35,29-10-2022,Frozen,451491,06-10-2023 01:16,Withdrawal,3224.99,Despite daughter be somebody song letter participant worry.,385,Once still officer miss safe.,24957.42,14613.52,Onto price course natural international site sea every.,richard09,@i8lvLLSbeYt,Enabled,and Sons,DAMQGBF1KIU,2.24E+15,Run high song behind many.
751436,1957-06-d,9652422932,Investment,75285.82,03-03-2019,Frozen,218508,11-04-2022 05:19,Transfer,4732.3,Walk adult increase data area.,546,Challenge go fall staff article month site writer.,33910.71,1862.61,Wall weight second accept fast since.,jpatel,#a#o+!Ik)de2,Disabled,Group,IYUDGBQN7GV,5.52E+15,Up big party night else.
222518,1973-11-d,6183250466,Savings,97789.45,20-08-2019,Active,726596,15-01-2023 09:21,Withdrawal,2185.61,Alone fish surface drive technology.,318,Better road particular network go black.,38054.14,17837.4,Current story sell board face ever worry.,alejandra27,il@t@h8i_5yJ,Enabled,Ltd,OJNEGBM9,5.26E+15,Course question decide really enter.
